基金名稱,基金英文名稱,基金種類,基金投資區域,基金規模,基金幣別,基金總代理名稱,境外基金機構
百達-歐元高收益債券-R歐元月配息,Pictet-EURHighYield-RdmEUR,固定收益型-高收益債券,全球-混合,109.976560,歐元,百達證券投資顧問股份有限公司,百達-PICTET
富達基金-中國內需消費基金(歐元累積),FidelityFunds-ChinaConsumerFundA-ACC-EUR,股票型-週期性消費品及服務,區域-中國大陸及香港,634.093937,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-中國內需消費基金(美元累積),FidelityFunds-ChinaConsumerFundA-ACC-USD,股票型-週期性消費品及服務,區域-中國大陸及香港,592.517220,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-中國內需消費基金(歐元),FidelityFunds-ChinaConsumerFundA-EUR,股票型-週期性消費品及服務,區域-中國大陸及香港,177.099054,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-中國內需消費基金(美元),FidelityFunds-ChinaConsumerFundA-USD,股票型-週期性消費品及服務,區域-中國大陸及香港,156.557569,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-中國內需消費基金(Y類股份累計股份-美元),FidelityFunds-ChinaConsumerFundY-ACC-USD,股票型-週期性消費品及服務,區域-中國大陸及香港,352.203480,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-全球策略債券基金(歐元累積避險),FidelityFunds-GlobalStrategicBondFundA-ACC-EUR(Hedged),固定收益型-複合債,全球-混合,61.701655,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-全球策略債券基金(美元累積),FidelityFunds-GlobalStrategicBondFundA-ACC-USD,固定收益型-複合債,全球-混合,12.528086,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-全球策略債券基金(歐元避險),FidelityFunds-GlobalStrategicBondFundA-EUR(Hedged),固定收益型-複合債,全球-混合,51.584099,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-全球策略債券基金(Y類股份累計股份-歐元避險),FidelityFunds-GlobalStrategicBondFundY-ACC-EUR(Hedged),固定收益型-複合債,全球-混合,192.916617,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金－亞洲高收益基金A-MINCOME-USD類股份,FidelityFunds-AsianHighYieldFundA-MINCOME-USD,固定收益型-高收益債券,區域-亞洲太平洋(不含日本),42.785216,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-歐元公司債基金A股月配息歐元,FidelityFunds-EuroCorporateBondFundA-MDIST-EUR,固定收益型-投資級公司債(企業債),區域-已開發歐洲,42.544100,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-歐元公司債基金A股歐元,FidelityFunds-EuroCorporateBondFundA-EUR,固定收益型-投資級公司債(企業債),區域-已開發歐洲,13.865160,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金－歐洲高收益基金A-MINCOME-EUR類股份,FidelityFunds-EuropeanHighYieldFundA-MINCOME-EUR,固定收益型-高收益債券,區域-已開發歐洲,23.545018,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-全球入息基金(A類股累計-歐元避險),FidelityFunds-GlobalDividendFundA-ACC-EUR(Hedged),股票型-一般型,全球-已開發市場,195.565445,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-全球入息基金(Y類股累計-歐元避險),FidelityFunds-GlobalDividendFundY-ACC-EUR(Hedged),股票型-一般型,全球-已開發市場,38.663306,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-全球入息基金(Y類股累計-美元),FidelityFunds-GlobalDividendFundY-ACC-USD,股票型-一般型,全球-已開發市場,187.728900,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金－美元高收益基金(美元累積),FidelityFunds-USHighYieldFundA-ACC-USD,固定收益型-高收益債券,單一國家-美國,209.064040,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
德意志歐洲高收益公司債LC,DeutscheInvestI-EuroHighYieldCorporatesLC,固定收益型-高收益債券,區域-已開發歐洲,13.215783,歐元,德銀遠東證券投資信託股份有限公司,德意志投資(股)公司-DEUTSCHEASSET&WEALTHMANAGEMENTINVESTMENTS.A.
德意志歐洲高收益公司債FC,DeutscheInvestI-EuroHighYieldCorporatesFC,固定收益型-高收益債券,區域-已開發歐洲,214.976532,歐元,德銀遠東證券投資信託股份有限公司,德意志投資(股)公司-DEUTSCHEASSET&WEALTHMANAGEMENTINVESTMENTS.A.
德意志歐洲高收益公司債美元避險月配息級別USDLDMH,DeutscheInvestI-EuroHighYieldCorporatesUSDLDMH,固定收益型-高收益債券,區域-已開發歐洲,17.241606,美元,德銀遠東證券投資信託股份有限公司,德意志投資(股)公司-DEUTSCHEASSET&WEALTHMANAGEMENTINVESTMENTS.A.
富達基金-歐洲高收益基金(A類股累計股份-美元避險),FidelityFunds-EuropeanHighYieldFundA-ACC-USD(Hedged),固定收益型-高收益債券,區域-已開發歐洲,298.035842,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
百達-歐元高收益債券-HR美元,Pictet-EURHighYield-HRUSD,固定收益型-高收益債券,全球-混合,0.743610,美元,百達證券投資顧問股份有限公司,百達-PICTET
荷寶資本成長基金-荷寶環球消費新趨勢股票M美元,RobecoCapitalGrowthFunds-RobecoGlobalConsumerTrendsEquitiesMUSD,股票型-一般型,全球-混合,26.158396,美元,新光證券投資信託股份有限公司,荷寶盧森堡管理公司-ROBECOLUXEMBOURGS.A.
荷寶資本成長基金-荷寶環球地產股票M美元,RobecoCapitalGrowthFunds-RobecoPropertyEquitiesMUSD,股票型-房地產-或不動產證券化,全球-混合,14.636572,美元,新光證券投資信託股份有限公司,荷寶盧森堡管理公司-ROBECOLUXEMBOURGS.A.
富達基金-亞洲小型企業基金A股美元,FidelityFunds-AsianSmallerCompaniesFundA-USD,股票型-中小型,區域-亞洲太平洋(不含日本),7.424440,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-亞洲小型企業基金A股歐元,FidelityFunds-AsianSmallerCompaniesFundA-EUR,股票型-中小型,區域-亞洲太平洋(不含日本),10.218240,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-亞洲小型企業基金A股累計美元,FidelityFunds-AsianSmallerCompaniesFundA-ACC-USD,股票型-中小型,區域-亞洲太平洋(不含日本),42.721399,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-亞洲小型企業基金A股累計歐元,FidelityFunds-AsianSmallerCompaniesFundA-ACC-EUR,股票型-中小型,區域-亞洲太平洋(不含日本),40.497545,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-亞洲小型企業基金Y股累計美元,FidelityFunds-AsianSmallerCompaniesFundY-ACC-USD,股票型-中小型,區域-亞洲太平洋(不含日本),77.167854,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
瑞士寶盛債券基金系列-多元機會債券基金(美元月配息),JuliusBaerMultibond-CreditOpportunitiesBondFund-USDClassTM,固定收益型-複合債,全球-混合,6.7500,美元,康和証券投資顧問股份有限公司,GAM(LUXEMBOURG)S.A.
百達-新興市場收益股票-R美元月配息,Pictet-EmergingMarketsHighDividend-RdmUSD,股票型-一般型,全球-新興市場,0.001,美元,百達證券投資顧問股份有限公司,百達-PICTET
百達-新興市場收益股票-R美元,Pictet-EmergingMarketsHighDividend-RUSD,股票型-一般型,全球-新興市場,0.05,美元,百達證券投資顧問股份有限公司,百達-PICTET
百達-新興市場收益股票-R歐元月配息,Pictet-EmergingMarketsHighDividend-RdmEUR,股票型-一般型,全球-新興市場,39.9,歐元,百達證券投資顧問股份有限公司,百達-PICTET
百達-新興市場收益股票-R歐元,Pictet-EmergingMarketsHighDividend-REUR,股票型-一般型,全球-新興市場,15.4,歐元,百達證券投資顧問股份有限公司,百達-PICTET
百達-新興市場收益股票-HR歐元,Pictet-EmergingMarketsHighDividend-HREUR,股票型-一般型,全球-新興市場,6.7,歐元,百達證券投資顧問股份有限公司,百達-PICTET
富達基金-全球入息基金(A-MINCOME(G)-EUR類股份),FidelityFunds-GlobalDividendFundA-MINCOME(G)-EUR,股票型-一般型,全球-已開發市場,88.102295,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-全球入息基金(A-MINCOME(G)-USD類股份),FidelityFunds-GlobalDividendFundA-MINCOME(G)-USD,股票型-一般型,全球-已開發市場,1277.632132,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
德意志全球高股息美元避險年配息級別USDLDH(P),DeutscheInvestITopDividendUSDLDH(P),股票型-一般型,全球-混合,72.083639,美元,德銀遠東證券投資信託股份有限公司,德意志投資(股)公司-DEUTSCHEASSET&WEALTHMANAGEMENTINVESTMENTS.A.
瑞士寶盛債券基金系列-絕對報酬債券基金美元Tm類股(月配息),JuliusBaerMultibond-AbsoluteReturnBondFund-USDClassTm,固定收益型-一般型(未設定條件),全球-混合,0,美元,康和証券投資顧問股份有限公司,GAM(LUXEMBOURG)S.A.
富達基金-全球入息基金(A類股累計-美元),FidelityFunds-GlobalDividendFundA-ACC-USD,股票型-一般型,全球-已開發市場,724.928730,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
德意志歐洲高收益公司債FD,DeutscheInvestIEuroHighYieldCorporatesFD,,,,,德銀遠東證券投資信託股份有限公司,德意志投資(股)公司-DEUTSCHEASSET&WEALTHMANAGEMENTINVESTMENTS.A.
法巴百利達亞洲(日本除外)債券基金-月配H(澳幣),ParvestBondAsiaex-Japan-ClassicHAUDMD,固定收益型-新興市場債,區域-亞洲太平洋(不含日本),2.61,澳幣,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達亞洲(日本除外)債券基金-月配(美元),ParvestBondAsiaex-Japan-ClassicMD,固定收益型-新興市場債,區域-亞洲太平洋(不含日本),53.41,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達亞洲(日本除外)債券基金C(美元),ParvestBondAsiaex-Japan-ClassicCap.,固定收益型-新興市場債,區域-亞洲太平洋(不含日本),88.59,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達亞洲(日本除外)債券基金I(美元),ParvestBondAsiaex-JapanI,固定收益型-新興市場債,區域-亞洲太平洋(不含日本),85.411542,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達新興市場當地貨幣債券基金-月配(美元),ParvestBondWorldEmergingLocal-ClassicMD,固定收益型-新興市場債,全球-新興市場,27.78,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達新興市場當地貨幣債券基金C(美元),ParvestBondWorldEmergingLocal-ClassicCap.,固定收益型-新興市場債,全球-新興市場,54.56,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達新興市場當地貨幣債券基金I(美元),ParvestBondWorldEmergingLocal-I,固定收益型-新興市場債,全球-新興市場,240.50,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球高收益債券基金H(美元),ParvestBondWorldHighYield-ClassicHUSDCap.,固定收益型-高收益債券,全球-混合,22.39,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球高收益債券基金-年配H(美元),ParvestBondWorldHighYield-ClassicHUSDDist.,固定收益型-高收益債券,全球-混合,1.26,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球高收益債券基金-月配(美元),ParvestBondWorldHighYield-ClassicUSDMD,固定收益型-高收益債券,全球-混合,44.10,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球高收益債券基金C(歐元),ParvestBondWorldHighYield-ClassicCap.,固定收益型-高收益債券,全球-混合,27.40,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球高收益債券基金-年配(歐元),ParvestBondWorldHighYield-ClassicDist.,固定收益型-高收益債券,全球-混合,62.44,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球新興市場精選債券基金RH(歐元),ParvestBondBestSelectionWorldEmerging-ClassicRHEURCap.,固定收益型-新興市場債,全球-新興市場,21.67,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球新興市場精選債券基金-年配RH(歐元),ParvestBondBestSelectionWorldEmerging-ClassicRHEURDist.,固定收益型-新興市場債,全球-新興市場,2.35,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球新興市場精選債券基金-月配(美元),ParvestBondBestSelectionWorldEmerging-ClassicMD,固定收益型-新興市場債,全球-新興市場,29.69,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球新興市場精選債券基金C(美元),ParvestBondBestSelectionWorldEmerging-ClassicCap.,固定收益型-新興市場債,全球-新興市場,59.26,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達美元債券基金-月配(美元),ParvestBondUSD-ClassicMD,固定收益型-一般型(未設定條件),區域-北美,1.02,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達亞洲(日本除外)精選股票基金C(美元),ParvestEquityBestSelectionAsiaex-Japan-ClassicUSDCap.,股票型-一般型,區域-亞洲太平洋(不含日本),56.28,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達亞洲(日本除外)精選股票基金C(歐元),ParvestEquityBestSelectionAsiaex-Japan-ClassicCap.,股票型-一般型,區域-亞洲太平洋(不含日本),319.26,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達歐洲精選股票基金C(歐元),ParvestEquityBestSelectionEurope-ClassicCap.,股票型-一般型,區域-已開發歐洲,863.44,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達新興歐洲股票基金C(美元),ParvestEquityEuropeEmerging-ClassicUSDCap.,股票型-一般型,區域-新興歐洲,6.38,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達新興歐洲股票基金C(歐元),ParvestEquityEuropeEmerging-ClassicCap.,股票型-一般型,區域-新興歐洲,50.96,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達新興歐洲股票基金-年配(歐元),ParvestEquityEuropeEmerging-ClassicDist.,股票型-一般型,區域-新興歐洲,6.58,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達亞太高股息股票基金-月配(美元),ParvestEquityHighDividendPacific-ClassicUSDMD,股票型-一般型,區域-亞洲太平洋(含日本),0.76,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達亞太高股息股票基金C(美元),ParvestEquityHighDividendPacific-ClassicUSDCap.,股票型-一般型,區域-亞洲太平洋(含日本),6.16,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達亞太高股息股票基金-年配(歐元),ParvestEquityHighDividendPacific-ClassicDist.,股票型-一般型,區域-亞洲太平洋(含日本),10.60,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達美國小型股票基金C(美元),ParvestEquityUSASmallCap-ClassicCap.,股票型-中小型,單一國家-美國,193.90,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球主要消費品股票基金C(美元),PARVESTEquityWorldConsumerDurables-ClassicUSDCap.,股票型-非週期性消費品及服務,全球-混合,11.52,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球主要消費品股票基金I(歐元),ParvestEquityWorldConsumerDurablesI,股票型-非週期性消費品及服務,全球-混合,10.90,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球新興市場股票基金C(美元),ParvestEquityWorldEmerging-ClassicCap.,股票型-一般型,全球-新興市場,116.27,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球新興市場股票基金I(美元),ParvestEquityWorldEmergingI,股票型-一般型,全球-新興市場,145.165252,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球能源股票基金C(美元),ParvestEquityWorldEnergy-ClassicUSDCap.,股票型-能源,全球-混合,43.19,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球能源股票基金C(歐元),ParvestEquityWorldEnergy-ClassicCap.,股票型-能源,全球-混合,77.87,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球能源股票基金-年配(歐元),ParvestEquityWorldEnergy-ClassicDist.,股票型-能源,全球-混合,21.23,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球金融股票基金C(美元),ParvestEquityWorldFinance-ClassicUSDCap.,股票型-金融,全球-混合,1.77,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球金融股票基金-年配(歐元),ParvestEquityWorldFinance-ClassicDist.,股票型-金融,全球-混合,4.45,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球健康護理股票基金C(美元),ParvestEquityWorldHealthCare-ClassicUSDCap.,股票型-醫療健康護理,全球-混合,23.28,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達優化波動全球股票基金C(美元),ParvestEquityWorldLowVolatility-ClassicUSDCap.,股票型-一般型,全球-已開發市場,72.68,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達優化波動全球股票基金-年配(美元),ParvestEquityWorldLowVolatility-ClassicUSDDist.,股票型-一般型,全球-已開發市場,1.66,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達優化波動全球股票基金C(歐元),ParvestEquityWorldLowVolatility-ClassicCap.,股票型-一般型,全球-已開發市場,372.86,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達優化波動全球股票基金-年配(歐元),ParvestEquityWorldLowVolatility-ClassicDist.,股票型-一般型,全球-已開發市場,19.81,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球原物料股票基金C(美元),ParvestEquityWorldMaterials-ClassicUSDCap.,股票型-天然資源,全球-混合,66.70,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球原物料股票基金-年配(歐元),ParvestEquityWorldMaterials-ClassicDist.,股票型-天然資源,全球-混合,5.22,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球科技股票基金C(美元),ParvestEquityWorldTechnology-ClassicUSDCap.,股票型-一般科技,全球-混合,23.01,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球科技股票基金C(歐元),ParvestEquityWorldTechnology-ClassicCap.,股票型-一般科技,全球-混合,38.67,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球公用事業股票基金C(美元),ParvestEquityWorldUtilities-ClassicUSDCap.,股票型-公用事業,全球-混合,39.43,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球公用事業股票基金C(歐元),ParvestEquityWorldUtilities-ClassicCap.,股票型-公用事業,全球-混合,32.00,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達全球公用事業股票基金-年配(歐元),ParvestEquityWorldUtilities-ClassicDist.,股票型-公用事業,全球-混合,9.71,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達印度股票基金C(美元),ParvestEquityIndia-ClassicCap.,股票型-一般型,單一國家-印度,128.44,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達印尼股票基金C(美元),ParvestEquityIndonesia-ClassicCap.,股票型-一般型,單一國家-印尼,35.87,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達俄羅斯股票基金C(美元),ParvestEquityRussia-ClassicUSDCap.,股票型-一般型,單一國家-俄羅斯,340.09,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達俄羅斯股票基金C(歐元),ParvestEquityRussia-ClassicCap.,股票型-一般型,單一國家-俄羅斯,109.06,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達俄羅斯股票基金-年配(歐元),ParvestEquityRussia-ClassicDist.,股票型-一般型,單一國家-俄羅斯,30.23,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達俄羅斯股票基金P(歐元),ParvestEquityRussia-Privilege,股票型-一般型,單一國家-俄羅斯,9.75,歐元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達美國增長股票基金C(美元),ParvestEquityUSAGrowth-ClassicCap.,股票型-一般型,區域-北美,214.81,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達美國增長股票基金-年配(美元),ParvestEquityUSAGrowth-ClassicDist.,股票型-一般型,區域-北美,126.65,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
法巴百利達美國增長股票基金I(美元),ParvestEquityUSAGrowth-I,股票型-一般型,區域-北美,393.90,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
木星全球系列-木星動力債券基金L類股美元避險累積,TheJupiterGlobalFund-JupiterDynamicBondClassLUSDAccHSC,固定收益型-複合債,全球-混合,364.841038,美元,台新證券投資顧問股份有限公司,木星資產管理有限公司-JUPITERASSETMANAGEMENTLIMITED
富達基金-歐洲入息基金A-MINCOME(G)-EUR,FidelityFunds-EuropeanDividendFundA-MINCOME(G)-EUR,股票型-一般型,區域-已開發歐洲,25.461817,歐元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
富達基金-亞太入息基金(A-MINCOME(G)-USD類股份),FidelityFunds-AsiaPacificDividendFundA-MINCOME(G)-USD,股票型-一般型,區域-亞洲太平洋(不含日本),46.500629,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
法巴百利達美元債券基金C(美元),ParvestBondUSD-ClassicCap.,固定收益型-一般型(未設定條件),區域-北美,56.94,美元,法銀巴黎證券投資顧問股份有限公司,法國巴黎投資盧森堡公司-BNPPARIBASINVESTMENTPARTNERSLUXEMBOURG
富達基金-全球健康護理基金(A類股累計股份-美元),FidelityFunds-GlobalHealthCareFundA-ACC-USD,股票型-醫療健康護理,全球-已開發市場,71.585603,美元,富達證券股份有限公司,FILINVESTMENTMANAGEMENT(LUXEMBOURG)S.A.
