基金名稱,基金英文名稱,基金種類,基金投資區域,基金規模,基金幣別,基金總代理名稱,境外基金機構
富蘭克林坦伯頓全球投資系列-精選收益基金美元A(Mdis)股,FranklinTempletonInvestmentFunds-FranklinStrategicIncomeFundClassA(Mdis)USD,固定收益型-一般型(未設定條件),全球-混合,340.698102,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-精選收益基金歐元A(Mdis)股,FranklinTempletonInvestmentFunds-FranklinStrategicIncomeFundClassA(Mdis)EUR,固定收益型-一般型(未設定條件),全球-混合,88.376341,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-精選收益基金美元B(Mdis)股,FranklinTempletonInvestmentFunds-FranklinStrategicIncomeFundClassB(Mdis)USD,固定收益型-一般型(未設定條件),全球-混合,27.589205,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-新興國家小型企業基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonEmergingMarketsSmallerCompaniesFundClassA(acc)USD,股票型-中小型,全球-新興市場,211.450636,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓資產管理公司-TEMPLETONASSETMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-新興國家小型企業基金美元A(Ydis)股,FranklinTempletonInvestmentFunds-TempletonEmergingMarketsSmallerCompaniesFundClassA(Ydis)USD,股票型-中小型,全球-新興市場,11.302694,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓資產管理公司-TEMPLETONASSETMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-新興國家小型企業基金歐元A(acc)股,FranklinTempletonInvestmentFunds-TempletonEmergingMarketsSmallerCompaniesFundClassA(acc)EUR,股票型-中小型,全球-新興市場,91.338128,歐元,富蘭克林證券投資顧問股份有限公司,坦伯頓資產管理公司-TEMPLETONASSETMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-歐洲高收益基金歐元A(Mdis)股,FranklinTempletonInvestmentFunds-FranklinEuroHighYieldFundClassA(Mdis)EUR,固定收益型-高收益債券,區域-已開發歐洲,438.802279,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司與富蘭克林坦伯頓投資管理公司共同管理-FAI&FTIML
富蘭克林坦伯頓全球投資系列-成長(歐元)基金美元A(acc)股,TempletonGrowth(Euro)FundClassA(acc)USD,股票型-一般型,全球-已開發市場,316.902682,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司-TEMPLETONGLOBALADVISORSLTD.
富蘭克林坦伯頓全球投資系列-全球債券基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonGlobalBondFundClassA(acc)USD,固定收益型-政府債,全球-混合,4348.680969,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-互利歐洲基金歐元A(Ydis)股,FranklinTempletonInvestmentFunds-FranklinMutualEuropeanFundClassA(Ydis)EUR,股票型-一般型,區域-已開發歐洲,49.920582,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林互利顧問公司與富蘭克林坦伯頓投資管理公司共同管理-FMALLC&FTIML
富蘭克林坦伯頓全球投資系列-東歐基金歐元A(Ydis)股,FranklinTempletonInvestmentFunds-TempletonEasternEuropeFundClassA(Ydis)EUR,股票型-一般型,區域-新興歐洲,1.039492,歐元,富蘭克林證券投資顧問股份有限公司,坦伯頓資產管理公司-TEMPLETONASSETMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列－潛力歐洲基金歐元A(Ydis)股,FranklinTempletonInvestmentFunds-TempletonEurolandFundClassA(Ydis)EUR,股票型-一般型,區域-已開發歐洲,9.106501,歐元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司-TEMPLETONGLOBALADVISORSLTD.
富蘭克林坦伯頓全球投資系列-金磚四國基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonBRICFundClassA(acc)USD,股票型-一般型,區域-其他,731.547352,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓資產管理公司-TEMPLETONASSETMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-全球股票收益基金美元A穩定月配息股,FranklinTempletonInvestmentFunds-TempletonGlobalEquityIncomeFundClassA(Mdis)USD,股票型-一般型,全球-已開發市場,123.729912,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓投資管理公司-FRANKLINTEMPLETONINVESTMENTMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-全球股票收益基金美元B(Qdis)股,FranklinTempletonInvestmentFunds-TempletonGlobalEquityIncomeFundClassB(Qdis)USD,股票型-一般型,全球-已開發市場,22.307513,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓投資管理公司-FRANKLINTEMPLETONINVESTMENTMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-互利全球領航基金美元A(acc)股,FranklinTempletonInvestmentFunds-FranklinMutualGlobalDiscoveryFundClassA(acc)USD,股票型-一般型,全球-混合,387.095796,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林互利顧問公司-FRANKLINMUTUALADVISERS，LLC
富蘭克林坦伯頓全球投資系列-互利全球領航基金歐元A(acc)股,FranklinTempletonInvestmentFunds-FranklinMutualGlobalDiscoveryFundClassA(acc)EUR,股票型-一般型,全球-混合,233.887012,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林互利顧問公司-FRANKLINMUTUALADVISERS，LLC
富蘭克林坦伯頓全球投資系列-互利全球領航基金美元B(acc)股,FranklinTempletonInvestmentFunds-FranklinMutualGlobalDiscoveryFundClassB(acc)USD,股票型-一般型,全球-混合,9.975832,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林互利顧問公司-FRANKLINMUTUALADVISERS，LLC
富蘭克林坦伯頓全球投資系列－成長(歐元)基金歐元A(Ydis)股,FranklinTempletonInvestmentFunds-TempletonGrowth(Euro)FundClassA(Ydis)EUR,股票型-一般型,全球-已開發市場,279.761756,歐元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司-TEMPLETONGLOBALADVISORSLTD.
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonGlobalTotalReturnFundClassA(acc)USD,固定收益型-一般型(未設定條件),全球-混合,5330.622164,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元A(Mdis)股,FranklinTempletonInvestmentFunds-TempletonGlobalTotalReturnFundClassA(Mdis)USD,固定收益型-一般型(未設定條件),全球-混合,3425.379161,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元B(acc)股,FranklinTempletonInvestmentFunds-TempletonGlobalTotalReturnFundClassB(acc)USD,固定收益型-一般型(未設定條件),全球-混合,52.733978,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金美元B(Mdis)股,FranklinTempletonInvestmentFunds-TempletonGlobalTotalReturnFundClassB(Mdis)USD,固定收益型-一般型(未設定條件),全球-混合,144.507784,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列－全球債券基金歐元A(Ydis)股,FranklinTempletonInvestmentFunds-TempletonGlobalBondFundClassA(Ydis)EUR,固定收益型-政府債,全球-混合,900.895212,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列－全球債券總報酬基金歐元A(Ydis)股,FranklinTempletonInvestmentFunds-TempletonGlobalTotalReturnFundClassA(Ydis)EUR,固定收益型-一般型(未設定條件),全球-混合,590.746851,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-美國中小成長基金美元B(acc)股,FranklinTempletonInvestmentFunds-FranklinU.S.Small-MidCapGrowthFundClassB(acc)USD,股票型-中小型,單一國家-美國,7.294219,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-全球債券基金歐元A(Mdis)股,FranklinTempletonInvestmentFunds-TempletonGlobalBondFundClassA(Mdis)EUR,固定收益型-政府債,全球-混合,658.059784,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-美國政府基金美元AX(acc)股,FranklinTempletonInvestmentFunds-FranklinU.S.GovernmentFundClassAX(acc)USD,固定收益型-政府債,單一國家-美國,75.673553,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-公司債基金美元A(acc)股,FranklinTempletonInvestmentFunds-FranklinHighYieldFundClassA(acc)USD,固定收益型-高收益債券,單一國家-美國,243.742018,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-歐洲高收益基金歐元A(acc)股,FranklinTempletonInvestmentFunds-FranklinEuroHighYieldFundClassA(acc)EUR,固定收益型-高收益債券,區域-已開發歐洲,110.912330,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司與富蘭克林坦伯頓投資管理公司共同管理-FAI&FTIML
富蘭克林坦伯頓全球投資系列-穩定月收益基金美元B(Mdis)股,FranklinTempletonInvestmentFunds-FranklinIncomeFundClassB(Mdis)USD,平衡型(混合型)-平衡型(混合型),單一國家-美國,279.036639,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-全球債券基金美元B(Mdis)股,FranklinTempletonInvestmentFunds-TempletonGlobalBondFundClassB(Mdis)USD,固定收益型-政府債,全球-混合,239.223297,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-金磚四國基金美元B(acc)股,FranklinTempletonInvestmentFunds-TempletonBRICFundClassB(acc)USD,股票型-一般型,區域-其他,14.217374,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓資產管理公司-TEMPLETONASSETMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-高價差基金歐元A(acc)股,FranklinTempletonInvestmentFunds-FranklinMutualBeaconFundClassA(acc)EUR,股票型-一般型,全球-混合,37.360505,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林互利顧問公司-FRANKLINMUTUALADVISERS，LLC
富蘭克林坦伯頓全球投資系列-互利歐洲基金歐元A(acc)股,FranklinTempletonInvestmentFunds-FranklinMutualEuropeanFundClassA(acc)EUR,股票型-一般型,區域-已開發歐洲,1111.396827,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林互利顧問公司與富蘭克林坦伯頓投資管理公司共同管理-FMALLC&FTIML
富蘭克林坦伯頓全球投資系列-歐洲基金歐元A(acc)股,FranklinTempletonInvestmentFunds-TempletonEuropeanFundClassA(acc)EUR,股票型-一般型,區域-已開發歐洲,63.757415,歐元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司-TEMPLETONGLOBALADVISORSLTD.
富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonLatinAmericaFundClassA(acc)USD,股票型-一般型,區域-新興拉丁美洲,142.058811,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓資產管理公司-TEMPLETONASSETMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-中小型企業基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonGlobalSmallerCompaniesFundClassA(acc)USD,股票型-中小型,全球-混合,56.369217,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓投資公司-FRANKLINTEMPLETONINVESTMENTSCORP.
富蘭克林坦伯頓全球投資系列-歐元全球基金歐元A(acc)股,FranklinTempletonInvestmentFunds-TempletonGlobal(Euro)FundClassA(acc)EUR,股票型-一般型,全球-已開發市場,55.770604,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓投資管理公司-FRANKLINTEMPLETONINVESTMENTMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-全球基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonGlobalFundClassA(acc)USD,股票型-一般型,全球-已開發市場,323.387121,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司-TEMPLETONGLOBALADVISORSLTD.
富蘭克林坦伯頓全球投資系列-全球平衡基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonGlobalBalancedFundClassA(acc)USD,平衡型(混合型)-平衡型(混合型),全球-混合,328.361866,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司與富蘭克林坦伯頓投資管理公司共同管理-FAI&FTIML
富蘭克林坦伯頓全球投資系列-歐洲基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonEuropeanFundClassA(acc)USD,股票型-一般型,區域-已開發歐洲,83.343114,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司-TEMPLETONGLOBALADVISORSLTD.
富蘭克林坦伯頓全球投資系列-歐元短期票券基金歐元A(acc)股,FranklinTempletonInvestmentFunds-FranklinEuroLiquidReserveFundClassA(acc)EUR,貨幣市場型-貨幣市場型,區域-已開發歐洲,49.396604,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林坦伯頓投資管理公司-FRANKLINTEMPLETONINVESTMENTMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-新興國家基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonEmergingMarketsFundClassA(acc)USD,股票型-一般型,全球-新興市場,288.757138,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓資產管理公司-TEMPLETONASSETMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-亞洲成長基金美元A(acc)股,FranklinTempletonInvestmentFunds-TempletonAsianGrowthFundClassA(acc)USD,股票型-一般型,區域-亞洲太平洋(不含日本),2697.855283,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓資產管理公司-TEMPLETONASSETMANAGEMENTLTD.
富蘭克林坦伯頓全球投資系列-美元短期票券基金美元A(acc)股,FranklinTempletonInvestmentFunds-FranklinU.S.DollarLiquidReserveFundClassA(acc)USD,貨幣市場型-貨幣市場型,全球-已開發市場,135.271497,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-美國中小成長基金美元A(acc)股,FranklinTempletonInvestmentFunds-FranklinU.S.Small-MidCapGrowthFundClassA(acc)USD,股票型-中小型,單一國家-美國,205.125435,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-日本基金日幣A(acc)股,FranklinTempletonInvestmentFunds-FranklinJapanFundClassA(acc)JPY,股票型-一般型,單一國家-日本,3965.347682,日幣,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-成長(歐元)基金歐元A(acc)股,FranklinTempletonInvestmentFunds-TempletonGrowth(Euro)FundClassA(acc)EUR,股票型-一般型,全球-已開發市場,6937.490967,歐元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司-TEMPLETONGLOBALADVISORSLTD.
富蘭克林坦伯頓全球投資系列-互利歐洲基金美元A(acc)股,FranklinTempletonInvestmentFunds-FranklinMutualEuropeanFundClassA(acc)USD,股票型-一般型,區域-已開發歐洲,526.231566,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林互利顧問公司與富蘭克林坦伯頓投資管理公司共同管理-FMALLC&FTIML
富蘭克林坦伯頓全球投資系列-歐洲高收益基金歐元A(Ydis)股,FranklinTempletonInvestmentFunds-FranklinEuroHighYieldFundClassA(Ydis)EUR,固定收益型-高收益債券,區域-已開發歐洲,54.141043,歐元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司與富蘭克林坦伯頓投資管理公司共同管理-FAI&FTIML
富蘭克林坦伯頓全球投資系列-生技領航基金A(acc)股,FranklinBiotechnologyDiscoveryFundClassA(acc)USD,股票型-生物科技,全球-混合,2584.131956,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-科技基金美元A(acc)股,FranklinTechnologyFundClassA(acc)USD,股票型-一般科技,全球-混合,548.792005,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-美國機會基金美元A(acc)股,FranklinTempletonInvestmentFunds-FranklinU.S.OpportunitiesFundClassA(acc)USD,股票型-一般型,單一國家-美國,2185.214297,美元,富蘭克林證券投資顧問股份有限公司,富蘭克林顧問公司-FRANKLINADVISERS，INC.
富蘭克林坦伯頓全球投資系列-全球基金美元A(Ydis)股,FranklinTempletonInvestmentFunds-TempletonGlobalFundClassA(Ydis)USD,股票型-一般型,全球-已開發市場,883.266487,美元,富蘭克林證券投資顧問股份有限公司,坦伯頓全球顧問公司-TEMPLETONGLOBALADVISORSLTD.
